Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",conference_season,conference_type,Season
E. Flower,Cincinnati Bearcats,"RWB , CF , LWB",,17,960,3,4.87,0,0.9,30.75,44.82,United States,United States,165,0,10.22,9.94,62.26,3.94,33.33,1.31,0.92,0.09,2.72,1.91,2.53,2,0.19,0,0.0,4.13,0.28,2,0.19,0.46,0,0.0,25,2.34,24.0,12.0,0.0,0.08,1.69,33.33,0.19,0.0,1.5,37.5,0.38,5.16,58.18,12.66,40.74,3.47,2.25,13.88,1.69,1.88,21.09,61.33,6.66,52.11,4.13,75.0,4.88,55.77,17.25,70.65,2.53,14.81,16.7,27.23,1.22,0.0,0.0,0.09,0.0,0.19,1.78,42.11,1.69,27.78,0.56,0.0,0.75,0.38,3.84,46.34,0,,0,,0,0.0,0.0,0.0,,,0.09,,,0.0,0.0,0.0,0.09,1,100.0,Big12 2023,Power 5,2023
E. Moreno,UCF Knights,"CF , RW , RCMF3",,11,955,5,4.56,0,1.7,22.05,43.16,United States,United States,160,0,8.86,7.54,68.75,0.28,33.33,0.0,0.0,0.19,3.68,4.92,1.23,1,0.09,0,0.0,3.49,0.47,5,0.47,0.43,0,0.0,25,2.36,52.0,20.0,0.0,0.16,1.32,28.57,0.28,66.67,1.04,18.18,0.28,3.77,47.5,10.55,28.57,3.39,1.88,19.6,1.32,0.57,28.27,68.0,7.07,49.33,6.5,82.61,9.9,72.38,24.97,72.83,1.98,33.33,17.56,28.44,0.94,0.0,0.0,0.57,16.67,0.57,2.73,62.07,1.98,28.57,0.57,0.0,0.47,0.47,4.05,51.16,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
R. Davis,Houston Cougars,"RW , RAMF , RWF",21.0,16,948,1,1.4,0,1.03,20.22,39.44,United States,United States,175,0,6.27,5.79,57.38,3.51,32.43,0.0,0.0,0.09,2.94,2.87,0.76,1,0.09,0,0.0,3.99,0.09,1,0.09,0.13,0,0.0,10,0.95,40.0,10.0,0.0,0.1,3.13,42.42,0.28,33.33,2.85,43.33,0.19,4.75,48.0,8.26,34.48,1.9,2.18,11.77,2.37,0.19,20.6,61.29,5.03,45.28,4.65,89.8,7.03,56.76,16.14,67.06,1.42,33.33,19.09,22.53,0.66,0.09,0.0,0.38,0.0,0.47,2.28,58.33,3.42,38.89,0.47,0.0,0.28,1.42,4.94,69.23,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
J. Moore,Houston Cougars,"AMF , RCMF , RCMF3",20.0,18,941,1,1.22,4,1.33,17.22,46.67,United States,United States,170,0,6.22,5.07,66.04,2.58,48.15,0.1,0.09,0.0,2.77,2.58,0.77,1,0.1,0,0.0,1.82,0.1,1,0.1,0.12,0,0.0,20,1.91,25.0,5.0,0.38,0.13,0.86,11.11,0.29,33.33,0.57,0.0,0.1,2.01,42.86,6.5,39.71,0.96,0.77,17.69,1.24,0.57,27.35,67.83,11.19,59.83,4.11,81.4,8.89,70.97,23.72,74.19,2.77,31.03,18.6,31.13,1.53,0.0,0.0,0.86,44.44,0.29,5.83,57.38,2.68,35.71,1.53,37.5,0.96,0.19,6.22,67.69,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.24,0.29,0.0,1.72,0,0.0,Big12 2023,Power 5,2023
H. Boughton,Baylor Bears,"LDMF , LCMF , AMF",,18,930,0,1.35,0,0.87,19.55,45.54,United States,United States,165,0,5.61,6.0,59.68,1.84,31.58,0.0,0.0,0.1,2.03,2.17,0.77,2,0.19,0,0.0,3.39,0.0,0,0.0,0.13,0,0.0,10,0.97,70.0,0.0,0.0,0.08,2.71,35.71,1.74,38.89,0.97,30.0,0.48,3.29,50.0,8.9,38.04,2.52,2.71,24.19,0.48,0.48,36.87,72.97,13.16,65.44,7.06,91.78,10.94,72.57,31.26,79.57,3.0,35.48,19.21,29.95,0.77,0.0,0.0,0.48,20.0,0.19,5.71,54.24,2.61,48.15,0.77,37.5,0.48,0.97,8.03,69.88,0,,0,,0,0.0,0.0,0.0,,,0.68,,,0.0,0.0,0.0,0.1,0,0.0,Big12 2023,Power 5,2023
J. Gibson,Houston Cougars,RCB,,12,929,0,0.0,1,0.12,5.81,50.0,United States,United States,178,0,6.1,2.81,51.72,0.58,66.67,0.58,0.85,0.58,4.07,5.92,0.0,0,0.0,0,0.0,0.39,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,66.67,1.07,54.55,0.0,1.07,24.61,0.48,0.1,40.3,81.49,18.12,70.05,1.74,88.89,16.66,94.77,33.62,87.9,6.68,49.28,20.31,34.59,0.19,0.0,0.0,0.0,0.0,0.1,4.46,47.83,0.19,100.0,0.29,33.33,0.19,0.0,8.04,60.24,0,,0,,0,0.0,0.0,0.0,,,0.97,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
A. Clark,Texas Longhorns,CF,,19,923,5,6.36,2,1.15,29.54,36.96,United States,United States,155,0,4.49,3.61,72.97,7.8,48.75,0.0,0.0,0.29,1.85,2.09,1.07,0,0.0,0,0.0,3.41,0.49,5,0.49,0.62,0,0.0,42,4.1,38.1,11.905,0.2,0.11,0.78,37.5,0.1,0.0,0.68,42.86,0.0,2.24,56.52,13.85,21.83,7.9,0.1,25.64,2.05,0.39,39.39,84.41,5.56,63.16,11.99,91.06,9.75,85.0,38.32,85.75,0.29,33.33,12.58,4.98,1.66,0.0,0.1,0.59,50.0,0.68,2.44,76.0,1.37,64.29,0.29,33.33,1.46,0.29,2.34,91.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
 N.Vatter,Baylor Bears,"LB , RB",20.0,17,919,1,0.11,0,0.01,20.76,49.53,United States,United States,162,0,8.81,10.09,51.46,1.18,41.67,0.0,0.0,0.1,3.62,4.64,0.49,0,0.0,0,0.0,2.64,0.1,1,0.1,0.01,0,0.0,2,0.2,50.0,50.0,0.0,0.0,1.37,14.29,0.88,22.22,0.49,0.0,0.0,3.13,68.75,6.95,46.48,0.2,1.86,30.75,1.37,0.78,45.24,79.44,20.76,73.11,4.7,100.0,11.85,80.99,40.15,85.12,3.72,42.11,18.98,23.6,0.2,0.29,0.0,0.2,100.0,0.2,8.13,77.11,1.66,35.29,0.59,33.33,0.29,0.2,13.03,71.43,0,,0,,0,0.0,0.0,0.0,,,0.49,,,0.1,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
T. Thibeau,Oklahoma State Cowgirls,"LB , LDMF",,18,908,0,0.22,0,0.62,16.55,53.29,United States,United States,168,0,12.39,11.89,59.17,1.29,30.77,0.0,0.0,0.1,5.35,4.91,0.89,1,0.1,0,0.0,0.99,0.0,0,0.0,0.02,0,0.0,4,0.4,25.0,0.0,0.0,0.06,1.39,57.14,1.39,57.14,0.0,0.0,0.1,0.4,25.0,1.09,27.27,0.2,0.5,13.38,0.1,0.1,28.74,68.62,16.26,64.63,1.78,77.78,7.14,72.22,21.11,75.59,6.34,46.88,19.33,25.28,0.79,0.1,0.0,0.3,0.0,0.3,5.65,59.65,2.28,39.13,0.79,25.0,0.2,0.79,9.22,70.97,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.1,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
E. Walbruch,BYU Cougars,"CF , AMF",,18,905,8,7.47,2,1.79,22.38,36.89,United States,United States,0,0,4.18,4.48,55.56,3.38,44.12,0.0,0.0,0.2,1.69,1.91,1.19,1,0.1,0,0.0,4.67,0.8,8,0.8,0.74,0,0.0,47,4.67,38.3,17.021,0.2,0.18,1.79,33.33,0.9,22.22,0.9,44.44,0.2,4.18,52.38,12.03,27.27,6.46,1.49,16.11,1.09,0.6,25.06,77.78,4.87,51.02,6.27,85.71,8.65,83.91,22.67,83.33,0.6,0.0,17.14,10.56,1.19,0.1,0.0,0.9,11.11,0.6,2.29,47.83,2.39,54.17,1.19,8.33,1.19,0.7,2.09,85.71,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.8,0.2,50.0,0.3,0,0.0,Big12 2023,Power 5,2023
M. Struttmann,Kansas State Wildcats,"CF , AMF , RAMF",,16,904,1,1.54,0,0.79,28.37,44.91,United States,United States,165,0,6.57,6.37,62.5,2.19,22.73,0.0,0.0,0.1,2.59,2.29,0.6,1,0.1,0,0.0,5.28,0.1,1,0.1,0.15,0,0.0,25,2.49,32.0,4.0,0.0,0.08,2.19,27.27,0.8,37.5,1.39,21.43,0.5,6.27,61.9,16.53,41.57,2.99,1.89,12.25,1.19,1.1,24.29,61.89,8.26,44.58,3.48,82.86,6.87,71.01,20.11,69.31,2.09,23.81,18.31,21.94,1.49,0.0,0.0,0.5,0.0,0.2,2.79,53.57,1.99,25.0,0.8,0.0,0.2,0.7,3.58,61.11,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
L. Bastian,Cincinnati Bearcats,"RCMF , LCMF",,12,899,0,0.31,0,1.41,16.62,45.78,United States,United States,168,0,9.91,6.41,57.81,2.0,30.0,0.0,0.0,0.1,6.21,6.08,0.7,0,0.0,0,0.0,1.6,0.0,0,0.0,0.03,0,0.0,12,1.2,16.67,0.0,0.0,0.14,1.7,23.53,0.3,33.33,1.4,21.43,0.4,1.6,62.5,5.41,46.3,0.5,2.1,13.82,0.5,0.6,30.93,65.37,14.22,57.75,2.5,92.0,9.61,75.0,23.23,74.14,6.01,43.33,19.46,28.83,1.5,0.0,0.0,0.1,0.0,0.2,5.31,50.94,3.2,37.5,1.2,41.67,1.0,0.5,7.51,66.67,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.8,0.0,0.0,1.8,0,0.0,Big12 2023,Power 5,2023
H. Klanke,Kansas Jayhawks,"RAMF , RWF",22.0,15,895,4,1.3,5,3.98,24.34,51.24,United States,United States,165,0,6.84,6.74,65.67,1.71,23.53,0.1,0.1,0.0,2.31,2.3,0.91,1,0.1,0,0.0,7.54,0.4,4,0.4,0.13,0,0.0,20,2.01,55.0,20.0,0.5,0.4,5.33,35.85,0.7,28.57,4.63,36.96,1.61,6.54,66.15,12.77,48.82,3.22,1.61,19.21,1.91,0.6,30.07,64.21,6.54,47.69,7.74,85.71,9.55,53.68,22.32,77.03,2.72,11.11,16.72,26.61,1.61,0.0,0.0,0.3,66.67,1.21,2.92,37.93,5.03,36.0,0.5,40.0,0.8,2.11,5.13,62.75,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.1,0.0,0.0,0.1,0,0.0,Big12 2023,Power 5,2023
C. Nicholson,Kansas State Wildcats,"LCMF3 , LDMF , LCMF",,15,893,0,1.12,0,0.17,28.82,53.85,United States,United States,180,0,13.4,11.89,72.88,6.05,41.67,0.1,0.1,0.4,4.64,4.47,1.41,0,0.0,0,0.0,1.31,0.0,0,0.0,0.11,0,0.0,12,1.21,25.0,0.0,0.0,0.02,0.3,0.0,0.2,0.0,0.1,0.0,0.0,2.02,50.0,6.25,43.55,1.11,0.0,11.99,0.81,1.01,31.14,67.31,14.31,61.27,3.12,74.19,8.67,73.26,26.81,70.3,4.03,52.5,17.49,34.33,0.6,0.0,0.0,0.2,0.0,0.0,7.86,62.82,1.11,45.45,0.71,28.57,0.4,0.0,6.95,59.42,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
M. Weichel,Kansas State Wildcats,"LB , LWB",21.0,17,889,1,0.45,0,1.48,25.82,49.41,United States,United States,163,0,14.38,14.38,57.04,1.32,53.85,0.81,0.79,0.1,5.37,5.26,0.91,1,0.1,0,0.0,2.73,0.1,1,0.1,0.05,0,0.0,5,0.51,20.0,20.0,0.0,0.15,3.24,53.13,2.94,51.72,0.3,66.67,0.3,2.23,40.91,6.68,28.79,0.61,0.71,17.11,0.71,0.51,30.88,51.8,18.63,44.02,2.33,82.61,6.68,53.03,17.72,65.14,10.12,29.0,22.01,30.37,1.52,0.0,0.0,0.1,0.0,0.81,8.1,31.25,3.95,38.46,0.91,22.22,0.2,1.62,10.12,58.0,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.2,0.0,0.0,1.21,0,0.0,Big12 2023,Power 5,2023
T. Gabarra,UCF Knights,"DMF , LCMF",,12,889,0,0.11,0,0.07,22.58,52.91,United States,United States,168,0,16.1,11.24,63.96,2.53,52.0,0.3,0.36,0.61,8.61,10.28,0.4,0,0.0,0,0.0,0.61,0.0,0,0.0,0.01,0,0.0,4,0.4,50.0,0.0,0.0,0.01,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.81,50.0,5.26,32.69,0.4,0.51,26.73,0.2,0.51,49.81,79.88,15.29,61.59,7.69,94.74,20.04,87.88,45.76,84.29,3.95,30.77,17.99,35.77,0.3,0.0,0.0,0.1,0.0,0.0,5.67,60.71,0.81,50.0,0.3,0.0,0.2,0.0,7.29,47.22,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
L. Zemberyova,Cincinnati Bearcats,CF,,13,884,3,1.51,0,0.92,28.1,48.19,Slovakia,Slovakia,170,0,10.49,7.23,63.38,2.65,38.46,1.02,0.86,0.0,4.89,4.11,1.53,2,0.2,0,0.0,5.5,0.31,3,0.31,0.15,1,0.1,21,2.14,71.43,14.286,0.0,0.09,1.53,26.67,0.51,40.0,1.02,20.0,0.51,6.62,46.15,14.46,42.96,1.32,2.44,14.46,1.22,2.85,24.74,57.2,9.67,51.58,2.34,78.26,7.13,58.57,20.77,63.24,2.65,26.92,17.47,28.46,0.71,0.0,0.0,1.22,41.67,0.31,4.79,51.06,2.85,35.71,2.04,30.0,0.71,0.31,5.09,64.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.31,0.0,0.0,0.51,0,0.0,Big12 2023,Power 5,2023
M. Hammontree,Kansas Jayhawks,"LDMF , RDMF , LCMF",,15,854,0,0.24,1,0.11,22.13,57.14,United States,United States,160,0,12.75,8.75,71.08,2.63,56.0,0.95,0.99,0.53,5.59,5.8,1.05,1,0.11,0,0.0,1.58,0.0,0,0.0,0.03,0,0.0,5,0.53,20.0,0.0,0.11,0.01,0.11,0.0,0.11,0.0,0.0,0.0,0.0,2.42,56.52,6.64,44.44,0.21,1.48,16.86,0.0,1.48,31.83,80.79,8.96,68.24,6.01,92.98,13.07,87.9,30.35,82.29,1.37,53.85,17.96,15.61,0.32,0.0,0.0,0.11,100.0,0.21,5.06,70.83,0.42,50.0,0.0,0.0,0.11,0.0,5.16,67.35,0,,0,,0,0.0,0.0,0.0,,,0.42,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
E. Pappas,Oklahoma Sooners,LWB,,17,850,1,0.9,0,0.26,20.86,48.22,United States,United States,168,0,9.0,10.59,59.0,2.54,37.5,0.0,0.0,0.0,2.75,2.71,1.59,0,0.0,0,0.0,2.12,0.11,1,0.11,0.1,0,0.0,12,1.27,16.67,8.333,0.0,0.03,2.86,25.93,2.54,25.0,0.32,33.33,0.32,2.65,44.0,4.87,41.3,1.8,1.38,11.75,1.38,0.21,20.44,56.48,9.32,55.68,2.33,81.82,5.93,48.21,14.61,67.39,3.07,34.48,16.9,22.79,0.32,0.11,0.0,0.21,0.0,0.11,4.13,51.28,2.75,38.46,0.74,28.57,0.42,0.74,6.04,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
A. Brothers,Texas Longhorns,"LCMF , RW , RCMF",18.0,17,848,1,0.76,1,0.82,16.88,42.77,United States,United States,0,0,6.79,7.0,53.03,1.06,50.0,0.11,0.12,0.11,2.97,3.4,1.59,0,0.0,0,0.0,1.7,0.11,1,0.11,0.08,0,0.0,12,1.27,25.0,8.333,0.11,0.09,0.96,55.56,0.11,0.0,0.85,62.5,0.0,1.91,38.89,6.37,35.0,1.27,1.91,29.4,1.27,0.42,40.44,78.74,11.57,72.48,7.0,98.48,15.28,76.39,36.51,81.69,2.97,50.0,17.73,29.76,1.17,0.0,0.11,0.21,50.0,0.42,6.47,68.85,2.12,65.0,0.64,50.0,1.17,0.53,6.69,84.13,0,,0,,0,0.0,0.0,0.0,,,0.21,,,0.0,0.0,0.0,0.32,0,0.0,Big12 2023,Power 5,2023
R. Baker,Kansas State Wildcats,CF,20.0,17,846,0,2.15,0,0.3,27.02,40.16,United States,United States,175,0,5.21,3.4,62.5,6.91,35.38,0.43,0.32,0.21,2.66,2.01,0.85,0,0.0,0,0.0,4.68,0.0,0,0.0,0.23,0,0.0,38,4.04,28.95,0.0,0.0,0.03,3.09,10.34,2.02,10.53,1.06,10.0,0.53,5.74,50.0,12.45,38.46,2.66,1.17,15.11,4.57,0.64,26.28,51.42,9.79,43.48,4.68,84.09,6.49,40.98,21.38,57.71,1.91,44.44,17.78,22.31,0.53,0.0,0.0,0.96,33.33,0.11,3.83,52.78,3.72,25.71,0.64,33.33,0.74,0.32,3.72,62.86,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
J. Sees,Kansas State Wildcats,"LAMF , LWF , CF",,17,833,3,2.74,0,1.56,18.48,46.78,United States,United States,170,0,9.62,8.32,71.43,2.16,35.0,0.0,0.0,0.11,3.67,3.21,1.62,2,0.22,0,0.0,3.03,0.32,3,0.32,0.3,0,0.0,20,2.16,50.0,15.0,0.0,0.17,3.03,28.57,2.27,28.57,0.76,28.57,0.32,2.59,41.67,5.08,25.53,2.92,1.73,13.18,2.7,0.22,26.47,56.33,7.89,42.47,5.19,79.17,6.91,51.56,19.88,63.04,3.67,41.18,18.87,19.15,1.51,0.0,0.0,0.0,0.0,0.54,3.13,48.28,1.94,27.78,0.11,100.0,0.65,0.97,6.48,48.33,0,,0,,0,0.0,0.0,0.0,,,0.11,,,0.0,0.0,0.0,0.65,0,0.0,Big12 2023,Power 5,2023
P. Dickson,Kansas State Wildcats,"RDMF , RCMF , LCMF",19.0,16,826,0,0.43,1,0.07,19.18,55.68,United States,United States,178,0,12.75,6.76,74.19,5.88,53.7,0.11,0.1,0.22,7.63,6.91,0.33,0,0.0,0,0.0,0.87,0.0,0,0.0,0.05,0,0.0,8,0.87,25.0,0.0,0.11,0.01,0.44,25.0,0.22,0.0,0.22,50.0,0.0,1.09,50.0,3.16,34.48,0.76,0.33,10.02,0.11,0.44,26.91,66.8,13.95,57.03,2.72,92.0,7.08,80.0,21.79,75.0,4.69,32.56,17.9,28.24,0.33,0.0,0.0,0.22,0.0,0.0,5.01,43.48,1.2,36.36,0.54,20.0,0.54,0.0,6.1,48.21,0,,0,,0,0.0,0.0,0.0,,,0.11,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
I. Loza,West Virginia Mountaineers,"LCMF3 , LCMF , RCMF",,12,824,1,1.3,2,0.96,17.91,49.39,United States,United States,157,0,9.83,7.1,70.77,2.4,22.73,0.98,1.04,0.22,3.82,4.05,0.76,1,0.11,0,0.0,2.84,0.11,1,0.11,0.14,0,0.0,13,1.42,23.08,7.692,0.22,0.11,2.08,47.37,1.42,46.15,0.66,50.0,0.55,1.97,77.78,5.68,36.54,1.97,2.18,16.82,0.98,0.33,31.57,76.82,10.05,60.87,6.88,93.65,9.83,83.33,27.52,82.14,1.97,33.33,17.7,27.83,0.66,0.0,0.0,0.11,0.0,0.33,5.02,63.04,1.97,44.44,0.55,20.0,0.11,0.87,4.48,65.85,0,,0,,0,0.0,0.0,0.0,,,0.22,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
V. Spaulding,Cincinnati Bearcats,RWB,,15,813,0,0.02,0,0.64,31.22,50.0,United States,United States,160,0,9.63,7.42,59.7,2.88,53.85,0.33,0.26,0.0,4.87,3.88,1.11,2,0.22,0,0.0,5.87,0.0,0,0.0,0.0,0,0.0,2,0.22,0.0,0.0,0.0,0.07,3.32,20.0,0.11,0.0,3.21,20.69,0.44,8.3,60.0,17.49,46.2,0.77,4.32,12.18,1.11,1.88,24.02,58.99,9.3,51.19,3.54,90.63,5.31,56.25,20.04,67.4,0.89,0.0,16.29,14.22,0.44,0.0,0.0,0.66,33.33,0.22,2.77,72.0,2.88,26.92,0.55,40.0,0.33,1.11,6.97,52.38,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
S. McClary,Oklahoma State Cowgirls,"LDMF , RCMF3 , AMF",22.0,19,806,1,0.75,0,1.32,21.1,41.8,United States,United States,160,0,6.36,5.25,63.83,2.79,36.0,0.0,0.0,0.22,3.01,2.82,1.56,0,0.0,0,0.0,1.9,0.11,1,0.11,0.08,0,0.0,14,1.56,28.57,7.143,0.0,0.15,0.89,12.5,0.67,0.0,0.22,50.0,0.11,2.23,55.0,8.37,30.67,1.0,0.78,12.84,0.0,0.56,26.35,71.61,10.94,66.33,2.57,91.3,7.7,81.16,22.56,76.24,2.9,53.85,17.76,20.91,1.12,0.0,0.0,0.45,25.0,0.22,6.03,68.52,1.56,42.86,0.89,25.0,0.78,0.11,6.36,75.44,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.22,0.0,0.0,0.56,0,0.0,Big12 2023,Power 5,2023
J. Patterson,Baylor Bears,"RAMF , RW",24.0,13,789,1,1.52,2,1.52,17.57,43.51,United States,United States,164,0,4.9,5.25,60.87,1.6,21.43,0.11,0.12,0.0,1.6,1.67,0.34,0,0.0,0,0.0,3.54,0.11,1,0.11,0.17,0,0.0,15,1.71,46.67,6.667,0.23,0.17,2.62,13.04,1.03,11.11,1.48,15.38,0.23,2.62,82.61,8.56,36.0,2.85,2.85,20.65,1.71,0.46,31.03,67.65,7.19,47.62,6.73,83.05,11.63,74.51,27.72,74.07,0.91,12.5,17.18,11.83,1.14,0.0,0.0,0.46,50.0,0.46,2.4,57.14,2.85,36.0,0.46,50.0,1.14,0.34,4.56,65.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.34,0,0.0,Big12 2023,Power 5,2023
K. Dreyer,Kansas Jayhawks,LDMF,,16,779,1,0.87,0,0.12,13.86,46.67,United States,United States,183,0,7.63,4.62,67.5,4.85,47.62,0.0,0.0,0.12,4.51,4.25,0.69,0,0.0,0,0.0,0.23,0.12,1,0.12,0.1,1,0.12,10,1.16,20.0,10.0,0.0,0.01,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.69,0.0,2.66,8.7,1.04,0.23,17.79,0.58,0.23,31.19,75.19,15.48,69.4,4.51,92.31,7.51,76.92,28.19,78.69,2.89,44.0,17.28,20.62,0.12,0.0,0.12,0.46,0.0,0.12,5.78,70.0,0.81,57.14,0.46,25.0,0.35,0.0,7.97,66.67,0,,0,,0,0.0,0.0,0.0,,,1.04,,,0.0,0.0,0.0,0.0,0,0.0,Big12 2023,Power 5,2023
M. Bowers,Houston Cougars,"LAMF , LW , LWF",,17,778,4,2.28,1,1.44,23.02,43.72,United States,United States,173,0,8.44,6.71,60.34,2.78,62.5,0.12,0.1,0.12,4.28,3.54,0.46,0,0.0,0,0.0,2.78,0.46,3,0.35,0.26,0,0.0,10,1.16,60.0,40.0,0.12,0.17,2.43,19.05,1.62,14.29,0.81,28.57,0.23,3.7,37.5,9.95,33.72,2.2,2.54,10.87,1.39,1.74,17.7,56.21,5.67,40.82,2.89,72.0,6.02,65.38,14.46,62.4,1.04,44.44,18.15,12.71,0.69,0.0,0.12,0.23,100.0,0.23,2.08,55.56,1.97,52.94,0.12,100.0,0.81,0.58,3.93,64.71,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,1,100.0,Big12 2023,Power 5,2023
S. Harlan,Kansas State Wildcats,"AMF , LDMF",19.0,13,777,0,0.5,0,0.48,17.37,46.0,United States,United States,160,0,8.57,7.41,62.5,3.59,32.26,0.46,0.43,0.0,3.47,3.26,1.27,0,0.0,0,0.0,0.46,0.0,0,0.0,0.06,0,0.0,6,0.69,16.67,0.0,0.0,0.06,0.46,0.0,0.35,0.0,0.12,0.0,0.12,0.93,37.5,3.59,32.26,0.23,0.93,8.8,1.04,0.69,17.72,60.13,6.37,40.0,2.43,80.95,4.98,62.79,14.94,64.34,2.32,45.0,16.63,20.48,0.81,0.0,0.12,0.12,0.0,0.23,3.24,57.14,0.93,25.0,0.12,0.0,0.35,0.0,3.01,57.69,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.12,0.0,0.0,1.16,0,0.0,Big12 2023,Power 5,2023
R. Olivia,Oklahoma Sooners,GK,,11,774,0,0.0,0,0.0,1.4,58.33,United States,United States,0,0,1.74,0.23,50.0,0.12,100.0,0.0,0.0,0.0,1.63,2.23,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,100.0,0.0,0.0,7.44,0.0,0.47,16.05,67.39,13.72,64.41,0.0,0.0,2.21,84.21,2.79,95.83,13.26,61.4,36.7,39.01,0.0,0.0,0.0,0.0,0.0,0.0,1.05,22.22,0.0,0.0,0.0,0.0,0.0,0.0,10.12,64.37,12,1.4,41,4.77,2,70.73,10.25,1.19,-1.75,-0.203,0.0,0.58,0.12,,,,0.0,0,0.0,Big12 2023,Power 5,2023
